sitio,coleta,setor,Nivel,np,tecnica,matprima,classe,estado,cortex,tipolasca,talao,preptalao,ventral,bulbo,nnegativo,dnegativo,tiponucleo,tipoplano,tipoinstrumento,suporte,gumes,sentido,descricao,modificacao,extensao,posicao,delineamento,ângulo,localizacao,reparticao,padrao,marcas,direcaomarcas,direcaoestrias,localizacaomarcas
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
SC-TA-03,Fogueira 2,-,-,2249,Sem transformação,Basalto,Bruto,Completo,Seixo,,,,,,,,,,,,,,,,,,,,,,,,,,
